id	type	slug	name	born	died	gender	species	hair_color	eye_color	skin_color	blood_status	marital_status	nationality	animagus	boggart	house	patronus	alias_names	family_members	jobs	romances	titles	wands	idhouses	idgender	idspecies	idsangre
e5333480 b669 48fa bdeb 138743927a74	character	mykew gregorovitch	mykew gregorovitch	in or before 1909	2 september, 1997, gregorovitch zauberstäbe	male	human	white	missing	missing	muggle born  as determined by the muggle born registration commission , half blood  claimed 	missing	missing	missing	missing	thunderbird	non corporeal	missing	missing	[ wandmaker  retired  ]	missing	[ wandmaker  formerly  ]	[ unknown wood, length and core ,  elder, thestral tail hair core ]	t	g2	sp1	s6
b8cbc116 3a99 424f 9c78 ae1859cddd5d	character	mylor silvanus	mylor silvanus	missing	missing	male	human	missing	missing	missing	half blood	missing	missing	missing	missing	hogwarts school of witchcraft and wizardry	missing	missing	missing	missing	missing	missing	missing	h	g2	sp1	s1
da92e646 7fe6 44c9 b217 f72efc3ffa02	character	m young	m  young	united states of america	missing	male	human	missing	missing	missing	no maj	missing	american	missing	missing	hogwarts school of witchcraft and wizardry	missing	missing	missing	[ lieutenant at the united states armed forces ]	missing	[ lieutenant ]	missing	h	g2	sp1	s5
44fe4e8d 2bfe 4f58 a8ca 283d9f1bf70e	character	myra curio	myra curio	missing	missing	female	human	black	brown	dark	pure blood or half blood  most likely 	missing	british	missing	missing	gryffindor	missing	missing	missing	[ muggle liaison office employee  formerly  ,  misuse of muggle artefacts office employee ,  british ministry of magic official ]	missing	[ officer ]	missing	g	g1	sp1	s25
6d606753 0b5c 4fe6 8d61 9372b21d9bff	character	myron otherhaus	myron otherhaus	missing	missing	male	human	missing	missing	missing	squibs	missing	missing	missing	missing	slytherin	missing	missing	[ violet tillyman  lover  ,  seven children ]	missing	missing	missing	missing	s	g2	sp1	s43
36725d8f 34b6 4a07 8e53 c32dad5f1749	character	myron wagtail	myron wagtail	1970	missing	male	human	brown	missing	white	half bloods or squibs	missing	british or irish	missing	lord voldemort	wampus	non corporeal	missing	missing	[ lead singer for the weird sisters ]	missing	missing	missing	w	g2	sp1	s33
4d79127c 343e 448c a5ed 4b61ad5ea4af	character	myrtle warren	myrtle elizabeth warren	between 14 june 1928 and 13 june 1929	13 june 1943  aged 14 , moaning myrtle s bathroom, hogwarts castle, highlands, scotland, great britain	female	human  formerly , ghost	missing	missing	pale	muggle born	missing	british or irish	missing	missing	ravenclaw	missing	[ moaning myrtle ]	[ mr warren  father  ,  mrs warren  mother  ]	missing	[ harry potter ,  draco malfoy ]	missing	missing	r	g1	sp33	s22
f07c7bf1 2705 46d8 a5f6 ef6cc36c31ba	character	naasz	naasz	missing	missing	female	human	missing	missing	missing	half blood, pure blood or squib	missing	missing	missing	missing	gryffindor	missing	missing	missing	[ magizoologist ]	missing	[ headmistress ,  professor ]	missing	g	g1	sp1	s56
69c4855d 4c6e 469a a0c9 6cabde635f3b	character	nagel	nagel	before 1927	missing	male	human	missing	missing	missing	magical to unknown extent	missing	missing	missing	missing	hufflepuff	missing	missing	missing	missing	missing	missing	missing	h	g2	sp1	s23
938a2300 761e 4f61 befc bc5b3ac7a9f6	character	nagini	nagini	before 1927, indonesia  possibly 	2 may 1998  aged at least 71 , hogwarts castle, highlands, scotland, great britain	female	human  maledictus affliction  formerly snake	black  human 	missing	pale  human , green  snake 	underbeing	missing	missing	missing	missing	did not attend hogwarts	missing	[ the snake girl ,  bathilda bagshot  when possessing her body  ]	missing	[ circus performer for the circus arcanus  formerly  ]	[ credence barebone ]	missing	missing	d	g1	sp126	s58
e1f39bcd eedc 43f5 a76e 5b260d203227	character	nagnok	nagnok	missing	before 1801	male	goblin	missing	missing	missing	part goblin	missing	missing	missing	missing	did not attend hogwarts	missing	missing	missing	[ gringotts employee ]	missing	missing	missing	d	g2	sp8	s40
cbdc9001 6e44 456a a042 f16b659918e0	character	name	name	missing	missing	missing	human	missing	missing	missing	part goblin	missing	missing	missing	missing	hufflepuff	missing	missing	missing	[ author ]	missing	missing	missing	h	g0	sp1	s40
d5484d7c 7198 4303 90c6 6a2005325d30	character	name author	name author	missing	missing	missing	human	missing	missing	missing	underbeing	missing	missing	missing	missing	ravenclaw	missing	missing	missing	[ author ]	missing	missing	missing	r	g0	sp1	s58
82de941a 98d4 4d7b 8cb3 27681f17d9bb	character	n amorinus	n  amorinus	missing	missing	missing	human	missing	missing	missing	squibs	missing	missing	missing	missing	thunderbird	missing	missing	[ danielle amorinus  possibly  ]	[ reporter for the new york ghost ]	missing	missing	missing	t	g0	sp1	s43
a314066f e1b7 4811 a89c 8a720e61ab73	character	nandini johar	nandini johar	31 august 1982 or earlier	missing	female	human	missing	missing	missing	part goblin	missing	british or irish	missing	missing	gryffindor	missing	missing	missing	missing	missing	missing	missing	g	g1	sp1	s40
cf4bd283 a16d 4449 b867 0cad3dff9c06	character	nanette desford	nanette desford	31 august 1982 or earlier	missing	female	human	blonde	missing	light	half blood	missing	british or irish	missing	missing	ravenclaw	missing	missing	missing	missing	missing	missing	missing	r	g1	sp1	s1
f83b3505 4836 4106 a36d 97bf45b086c2	character	naoki tsuchiya	naoki tsuchiya	31 august 1982 or earlier	missing	male	human	missing	missing	missing	magical to unknown extent	missing	british or irish	missing	missing	gryffindor	missing	missing	missing	missing	missing	missing	missing	g	g2	sp1	s23
c7b739c1 85b7 41a2 902b f27a5d4dabb5	character	napoleon	napoleone di buonaparte	15 august 1769, corsica, kingdom of france	5 may 1821, longwood, saint helena, british empire	male	human	missing	missing	missing	pure blood, half blood or squib	missing	french	missing	missing	pukwudgie	missing	missing	missing	missing	missing	[ emperor of the french ]	missing	p	g2	sp1	s28
47cb907d 15d7 46f9 b33a 5d9ed74a1688	character	narcissa malfoy	narcissa malfoy  née black 	1955, great britain	missing	female	human	blonde	blue	pale	pure blood	married	british	missing	missing	slytherin	missing	[ cissy  by bellatrix lestrange and kreacher  ]	[ cygnus black iii  father  ,  druella black  née rosier   mother  ,  bellatrix lestrange  née black   older sister  ,  andromeda tonks  née black   older sister  ,  lucius malfoy ii  husband  ,  draco malfoy  son  ,  abraxas malfoy  father in law  ,  rodolphus lestrange  brother in law  ,  edward tonks  brother in law  ,  nymphadora lupin  née tonks   niece  ,  delphini  niece  ,  astoria malfoy  née greengrass   daughter in law  ,  walburga black  paternal aunt  ,  alphard black  paternal uncle  ,  orion black  paternal uncle by marriage second cousin once removed  ,  vinda rosier  possible aunt  ,  rosier  possible uncle  ,  sirius black iii  paternal first cousin third cousin  ,  regulus black ii  paternal first cousin third cousin  ,  evan rosier  possible cousin  ,  felix rosier  possible cousin  ,  lucretia black  second cousin once removed  ,  pollux black  paternal grandfather  ,  irma black  née crabbe   paternal grandmother  ,  scorpius malfoy  grandson  ,  house of black ,  rosier family ,  malfoy family  in laws  ]	missing	[ lucius malfoy  husband  ]	missing	[ unknown length, wood and core ,  unknown length, wood and core ]	s	g1	sp1	s2
85830b1e 5fba 4f1e 850a 7af84773e781	character	narinder singh	narinder singh	after 1976, fiji	missing	female	human	missing	missing	missing	no maj  most likely 	missing	fijian	missing	missing	pukwudgie	missing	missing	missing	[ beater for the fijian national quidditch team ]	missing	[ beater ]	missing	p	g1	sp1	s34
cb0f73e6 d737 4bcd 8dfa 370add8dcdc8	character	natalie fairbourne	natalie fairbourne	31 august 1982 or earlier	missing	female	human	missing	missing	missing	half blood	missing	british or irish	missing	missing	gryffindor	missing	missing	missing	missing	missing	missing	missing	g	g1	sp1	s1
f96b854e c5e7 43a1 a063 849916abf5ee	character	natalie holkham	natalie holkham	1960s or earlier	missing	female	human	missing	missing	missing	pure blood  possibly 	missing	british or irish	missing	missing	gryffindor	missing	missing	missing	missing	missing	[ quidditch captain ]	missing	g	g1	sp1	s27
016d7bb9 3b25 4097 bbff 49fb4e248680	character	natalie mcdonald	natalie mcdonald	between 1 september 1982 and 31 august 1983	missing	female	human	missing	missing	missing	half elf	missing	british or irish	missing	missing	gryffindor	missing	missing	missing	missing	missing	missing	missing	g	g1	sp1	s45
27d8088e 1fbc 411f 8b2a 7052a05ec19c	character	natalya	natalya	missing	missing	female	human	missing	missing	missing	muggle	missing	missing	missing	missing	horned serpent	missing	missing	missing	[ dancer ]	missing	missing	missing	hs	g1	sp1	s0
aaa26554 ea7e 453e abce 81da62118988	character	nathaniel douglas	nathaniel douglas	31 august 1982 or earlier	missing	male	human	missing	missing	missing	no maj	missing	british or irish	missing	missing	ravenclaw	missing	missing	missing	missing	missing	missing	missing	r	g2	sp1	s5
64d6e147 e0b6 4186 969f f267674e9863	character	natsai onai	natsai onai	missing	missing	female	human	black	missing	dark	half bloods or squibs	missing	british or irish	missing	missing	gryffindor	missing	missing	missing	missing	missing	missing	missing	g	g1	sp1	s33
376ee7b9 7094 47d7 b221 e2f9a0795892	character	natsumi suzuki	natsumi suzuki	1 september 1975   31 august 1982	missing	female	human	missing	missing	missing	pure blood or squib	missing	british or irish	missing	missing	hufflepuff	missing	missing	[ yoshihiro suzuki  possibly  ]	missing	missing	missing	missing	h	g1	sp1	s38
fa97572a 7f5c 4673 af02 ae350c7aa3ba	character	ned	ned	missing	missing	male	shrunken head	missing	missing	missing	half blood	missing	missing	missing	missing	ravenclaw	missing	missing	missing	missing	missing	missing	missing	r	g2	sp59	s1
575fae32 658b 44a4 905c ae47394fe64e	character	needlefingers	needlefingers	missing	missing	missing	bowtruckle	missing	black	green	half blood or pure blood	missing	missing	missing	missing	hogwarts school of witchcraft and wizardry	missing	missing	missing	missing	missing	missing	missing	h	g0	sp37	s31
2cf0a250 0848 47c0 bde9 2f86459f966d	character	neil lament	neil lament	c  1930s	missing	male	human	missing	missing	missing	pure blood  possibly 	missing	british or irish	missing	missing	slytherin	missing	missing	missing	missing	missing	[ quidditch captain ]	missing	s	g2	sp1	s27
714036f3 14c4 4541 a80a bc5735226cf7	character	neil la mounte	neil la mounte	missing	missing	male	human	missing	missing	missing	half blood  most likely 	missing	missing	missing	missing	hogwarts school of witchcraft and wizardry	missing	missing	missing	missing	missing	missing	missing	h	g2	sp1	s26
d3d11642 9494 4d60 8d72 1dfecb030d30	character	neil nuts	neil nuts	1970s   1980s	missing	male	human	missing	missing	missing	half blood or pure blood  likely 	missing	british or irish	missing	missing	gryffindor	missing	missing	missing	missing	missing	missing	missing	g	g2	sp1	s24
8bf727b8 33b2 4ec4 a7a5 5a63b348b8bc	character	neil randall	neil randall	on or prior to 31 august 1982	missing	male	human	missing	missing	missing	half blood or pure blood  possibly 	missing	british or irish	missing	missing	gryffindor	missing	missing	missing	missing	missing	missing	missing	g	g2	sp1	s55
a048b53c 39e2 417a 8945 c0ee4d0fc5f4	character	nellie lo russell	nellie lo russell	missing	missing	female	human	missing	missing	missing	no maj	married	missing	missing	missing	pukwudgie	missing	missing	missing	missing	missing	missing	missing	p	g1	sp1	s5
e2075753 6b33 4cf5 be1e 9de4e37e10d4	character	nelson selgado	nelson selgado	missing	missing	male	human	missing	missing	missing	no maj	missing	missing	missing	missing	ravenclaw	missing	missing	missing	[ composer, lyricist ]	missing	missing	missing	r	g2	sp1	s5
9f67a6a2 467a 4fd4 8b37 54f43318c02b	character	nepali wizard	nepali wizard	missing	missing	male	human	missing	missing	missing	pure blood, half blood, or squib	missing	nepali	missing	missing	hufflepuff	missing	missing	missing	[ herbologist ]	missing	missing	missing	h	g2	sp1	s52
d508a16b 14eb 4ceb 92f5 0e63055777a0	character	nerida vulchanova	nerida vulchanova	before 1294, bulgaria	missing	female	human	missing	missing	missing	pure blood or half blood	missing	bulgarian	missing	missing	wampus	missing	missing	[ pyotr vulchanov  possibly  ,  boris vulchanov  possibly  ,  vulchanov family ]	[ founder and headmistress of durmstrang institute ]	missing	[ founder ,  headmistress ,  professor ]	missing	w	g1	sp1	s4
37356cab 605d 435b 8578 bc868c64686d	character	nerissa brody	nerissa brody	31 august 1982 or earlier	missing	female	human	missing	missing	missing	half elf	missing	british or irish	missing	missing	slytherin	missing	missing	missing	missing	missing	missing	missing	s	g1	sp1	s45
19cecdc0 2ad1 4e4e acfb 5c269a41faae	character	nerys orpington	nerys orpington	31 august 1982 or earlier	missing	female	human	missing	missing	missing	half blood or squib	missing	british or irish	missing	missing	slytherin	missing	missing	[ evangeline orpington  possibly  ,  orpington family ]	missing	missing	missing	missing	s	g1	sp1	s8
6635d2e5 07ac 42ba adf3 18a834fba5b4	character	neville longbottom	neville longbottom	30 july, 1980, great britain	missing	male	human	blond	missing	missing	pure blood	married	missing	missing	severus snape	gryffindor	non corporeal	missing	[ frank longbottom  father  ,  alice longbottom  mother  ,  hannah abbott  wife  ,  mr longbottom  paternal grandfather    ,  augusta longbottom  paternal grandmother  ,  algie longbottom  great uncle  ,  enid longbottom  great aunt  ,  harfang longbottom  possible relative  ,  callidora longbottom  née black   possible relative  ]	[ auror  briefly  ,  professor of herbology at hogwarts school of witchcraft and wizardry  fl  2008 –    ,  head of gryffindor house  fl  2008 –    ]	[ hannah abbott  wife  ]	[ professor ,  head of gryffindor house ]	[ father s wand  formerly  ,  13 , cherry, unicorn hair ]	g	g2	sp1	s2
5074b7c8 14fa 417e 90d9 63fc2cab7a6f	character	nevin	nevin	missing	missing	missing	newt	missing	missing	missing	no maj born	missing	missing	missing	missing	pukwudgie	missing	missing	missing	missing	missing	missing	missing	p	g0	sp127	s49
8e924f54 8230 4592 a3dc 3cc9b0e218d6	character	newspaper seller	newspaper seller	missing	missing	male	human	missing	missing	white	muggle	missing	british	missing	missing	gryffindor	missing	missing	missing	[ newspaper vendor ]	missing	missing	missing	g	g2	sp1	s0
12cd6ed8 ce77 4048 b9a3 0cda293e26e4	character	unidentified newspaper vendor	newspaper vendor	missing	missing	male	human	brown	blue	white	part human  half veela 	missing	british	missing	missing	thunderbird	missing	missing	missing	[ newspaper vendor for the daily prophet ]	missing	missing	missing	t	g2	sp1	s16
94f7ba20 030e 4f51 bf6c 751c0280abef	character	newton scamander	newton artemis fido scamander	24 february 1897, england	missing	male	human	brown	hazel	light	pure blood or half blood	married	english	missing	office job	hufflepuff	missing	[ newt  by friends   family  ,  theseus scamander  under disguise of polyjuice  ]	[ mr scamander  father  ,  mrs scamander  mother  ,  theseus scamander  brother  ,  porpentina goldstein  wife  ,  child ,  rolf scamander  grandson  ,  luna lovegood  granddaughter in law  ,  mr goldstein  father in law  ,  mrs goldstein  mother in law  ,  queenie goldstein  sister in law  ,  lorcan  great grandson  ,  lysander  great grandson  ,  jacob kowalski  brother in law  ,  scamander family ,  goldstein family  in laws  ]	[ magizoologist ,  employee in the beast division of the department for the regulation and control of magical creatures ,  author ]	[ porpentina goldstein ]	missing	[ unknown length, wood and core ]	h	g2	sp1	s4
